text,introduction,education,skills,experience,career_goals
My name is Rohit from Lucknow I completed Electrical Engineering I worked with Python My goal is to contribute to AI research basically,1,1,1,0,1
Hi I am Rishi I know Machine Learning My goal is to become an AI engineer basically,1,0,1,0,1
my name is sreshth from hyderabad i completed bsc it,1,1,0,0,0
myself diya i completed btech in computer science i have skills in data structures i worked at hcl,1,1,1,1,0
uh I worked with Web Development I worked at HCL,0,0,1,1,0
uh I am studying Electrical Engineering I worked with Web Development I did internship at TCS My goal is to work in a top company,0,1,1,1,1
Hi I am Ishaan I know AI I want to work in a top company,1,0,1,0,1
i am studying btech in computer science i have skills in deep learning my goal is to work in a top company,0,1,1,0,1
I'm studying BCA I know Machine Learning I want to work in a top company,0,1,1,0,1
Hi I am Vivaan I am pursuing BCA you know,1,1,0,0,0
myself sai teja i did internship at wipro,1,0,0,1,0
Hi I am Yashraj I am studying BCA My goal is to build scalable systems you know,1,1,0,0,1
uh Myself Rudra I am studying Mechanical Engineering I worked at Wipro,1,1,0,1,0
Myself Zoya I worked with Data Structures I worked at Wipro,1,0,1,1,0
Myself Tanmay I completed Electrical Engineering I have skills in Python My goal is to become an AI engineer,1,1,1,0,1
Hi I am Bhargav I did internship at Google India you know,1,0,0,1,0
i am manikanta from lucknow i am studying bsc it,1,1,0,0,0
I am pursuing BCA I have skills in Machine Learning I want to become an AI engineer basically,0,1,1,0,1
myself Rohit from Delhi I completed BCA I worked at HCL,1,1,0,1,0
I worked with Machine Learning I worked at Google India I want to work in a top company you know,0,0,1,1,1
uh I am Saanvi from Chennai I am studying BTech in Computer Science I worked with Deep Learning I worked at TCS My goal is to become an AI engineer,1,1,1,1,1
My name is Sreshth from Hyderabad I completed BSc IT I did internship at Google India,1,1,0,1,0
I am pursuing Electrical Engineering I have skills in AI I did internship at Infosys,0,1,1,1,0
Hi I am Nikhil I am pursuing BCA My goal is to build scalable systems,1,1,0,0,1
I am Venkatesh from Chennai I am pursuing BCA I worked with Machine Learning I want to work in a top company you know,1,1,1,0,1
myself Rudra from Lucknow I am studying Electrical Engineering I want to become an AI engineer,1,1,0,0,1
I am pursuing BCA,0,1,0,0,0
uh Hi I am Yashraj I completed BCA I worked with Data Structures I worked at HCL,1,1,1,1,0
I am Krishna from Delhi I worked at Infosys basically,1,0,0,1,0
Hi I am Aadhya I completed Mechanical Engineering I have skills in Python My goal is to become an AI engineer,1,1,1,0,1
I completed BTech in Computer Science I worked at Google India I want to build scalable systems,0,1,0,1,1
My name is Atharv from Mumbai I am studying Mechanical Engineering I have skills in Web Development I worked at Wipro basically,1,1,1,1,0
Myself Somanshu I am studying BTech in Computer Science I worked with Deep Learning I did internship at Wipro My goal is to work in a top company,1,1,1,1,1
uh Myself Bhargav I completed Electrical Engineering I know Data Structures I worked at TCS My goal is to become an AI engineer,1,1,1,1,1
My name is Atharv from Delhi I worked with Machine Learning I did internship at HCL I want to contribute to AI research,1,0,1,1,1
My name is Diya from Mumbai I am pursuing BCA I have skills in Python I want to contribute to AI research basically,1,1,1,0,1
I am studying BSc IT I know Web Development I worked at Wipro you know,0,1,1,1,0
Hi I am Rishi I want to build scalable systems,1,0,0,0,1
I worked with Python My goal is to build scalable systems basically,0,0,1,0,1
Myself Saanvi I completed Mechanical Engineering you know,1,1,0,0,0
uh Hi I am Diya I completed Mechanical Engineering I know Machine Learning,1,1,1,0,0
I am Myra from Chennai I am studying BTech in Computer Science I did internship at TCS My goal is to work in a top company basically,1,1,0,1,1
My name is Bhargav from Mumbai I am pursuing BCA I worked with Data Structures I did internship at TCS My goal is to build scalable systems,1,1,1,1,1
myself siddharth i completed btech in computer science i have skills in machine learning i worked at infosys,1,1,1,1,0
Hi I am Devansh I am studying BTech in Computer Science I have skills in Web Development I worked at HCL I want to build scalable systems,1,1,1,1,1
I am pursuing BTech in Computer Science I have skills in Web Development I want to work in a top company,0,1,1,0,1
Hi I am Gurpreet I have skills in Machine Learning,1,0,1,0,0
Myself Kabir I know Machine Learning I worked at Wipro My goal is to become an AI engineer,1,0,1,1,1
Hi I am Kabir I am pursuing BTech in Computer Science I have skills in Machine Learning I did internship at TCS I want to become an AI engineer,1,1,1,1,1
uh Myself Aarav I have skills in AI I did internship at TCS My goal is to work in a top company,1,0,1,1,1
I know AI I worked at Wipro,0,0,1,1,0
Myself  I worked at Infosys I want to build scalable systems you know,1,0,0,1,1
I'm studying BTech in Computer Science I worked with AI I worked at Infosys,0,1,1,1,0
Hi I am Somanshu I completed BTech in Computer Science I know Deep Learning I worked at HCL I want to work in a top company you know,1,1,1,1,1
Myself Priyanshu I did internship at Infosys My goal is to contribute to AI research you know,1,0,0,1,1
I am pursuing BCA My goal is to work in a top company,0,1,0,0,1
uh I am Atharv from Bangalore I have skills in Web Development,1,0,1,0,0
Hi I am Akash My goal is to contribute to AI research,1,0,0,0,1
Myself Jasleen I worked with Machine Learning I worked at TCS you know,1,0,1,1,0
I am studying BTech in Computer Science I worked with Deep Learning I want to become an AI engineer you know,0,1,1,0,1
Hi I'm Somanshu I'm pursuing BCA I did internship at Google India My goal is to build scalable systems,1,1,0,1,1
I am Aditya from Chennai I completed Mechanical Engineering I know Python I did internship at HCL,1,1,1,1,0
uh I am Sai Teja from Bangalore I worked with Deep Learning I worked at HCL My goal is to contribute to AI research,1,0,1,1,1
Hi I am Tanmay I am pursuing BCA I worked at Infosys,1,1,0,1,0
My name is Chaitanya from Bangalore I am studying Electrical Engineering I have skills in Deep Learning I worked at Google India My goal is to build scalable systems basically,1,1,1,1,1
uh Myself Raghavendra I am studying Electrical Engineering I did internship at Google India,1,1,0,1,0
Myself Rohit I completed BSc IT My goal is to work in a top company basically,1,1,0,0,1
I am Lalita from Hyderabad I am pursuing Electrical Engineering I worked with AI I did internship at Google India basically,1,1,1,1,0
Hi I'm  I'm studying Electrical Engineering I worked with AI My goal is to become an AI engineer,1,1,1,0,1
hi i am rudra i am pursuing electrical engineering i have skills in python,1,1,1,0,0
My name is Nikhil from Lucknow I know Data Structures,1,0,1,0,0
Myself Priyanshu I am studying BTech in Computer Science I want to build scalable systems basically,1,1,0,0,1
Myself Rohit I did internship at HCL basically,1,0,0,1,0
I am pursuing Electrical Engineering I have skills in Web Development I did internship at TCS My goal is to become an AI engineer you know,0,1,1,1,1
My name is Venkatesh from Delhi I completed BSc IT I know AI,1,1,1,0,0
my name is gurpreet from delhi i am pursuing bsc it i know machine learning,1,1,1,0,0
Hi I am Shivansh I completed Mechanical Engineering I know AI,1,1,1,0,0
myself bhargav i have skills in data structures,1,0,1,0,0
I completed Mechanical Engineering I know Machine Learning I worked at Infosys you know,0,1,1,1,0
I am pursuing BSc IT I know Machine Learning I want to build scalable systems you know,0,1,1,0,1
I am studying Mechanical Engineering I did internship at Infosys basically,0,1,0,1,0
I am Sreshth from Lucknow I completed Electrical Engineering I worked at Google India I want to build scalable systems basically,1,1,0,1,1
Hi I'm Ishaan I completed Electrical Engineering I worked at Google India My goal is to build scalable systems,1,1,0,1,1
I am Zoya from Mumbai I am pursuing BCA I did internship at HCL,1,1,0,1,0
uh I am studying BTech in Computer Science I know Python I did internship at Wipro,0,1,1,1,0
I am Ananya from Mumbai I am pursuing BSc IT My goal is to build scalable systems,1,1,0,0,1
My name is Deepak from Bangalore I am pursuing Mechanical Engineering I worked with Deep Learning I did internship at HCL basically,1,1,1,1,0
I am Kunal from Bangalore I am pursuing Electrical Engineering I have skills in Data Structures I want to build scalable systems you know,1,1,1,0,1
myself harshit i am studying electrical engineering i want to become an ai engineer,1,1,0,0,1
I am Harpreet from Delhi I am studying BSc IT I worked with AI,1,1,1,0,0
Myself Subramanian I completed Electrical Engineering I want to contribute to AI research,1,1,0,0,1
I am Deepak from Chennai I have skills in Web Development I worked at HCL,1,0,1,1,0
Myself Harpreet I worked with Web Development,1,0,1,0,0
hi i am tanmay i am studying mechanical engineering i worked with ai i worked at tcs,1,1,1,1,0
uh I am Faizan from Hyderabad I have skills in Web Development I did internship at Wipro,1,0,1,1,0
i am pursuing bsc it i worked at google india,0,1,0,1,0
I completed Mechanical Engineering I did internship at Wipro basically,0,1,0,1,0
Hi I'm Priyanshu I completed BCA I worked at Wipro,1,1,0,1,0
I am pursuing Mechanical Engineering I worked at TCS,0,1,0,1,0
i am raghavendra from bangalore i am pursuing btech in computer science i worked at wipro,1,1,0,1,0
My name is Siddharth from Mumbai I am pursuing BSc IT I worked with AI I did internship at Google India you know,1,1,1,1,0
I am pursuing Mechanical Engineering I worked with Deep Learning I did internship at Infosys,0,1,1,1,0
uh Hi I am Nikhil I completed Mechanical Engineering I have skills in Web Development I worked at HCL,1,1,1,1,0
Hi I am Manikanta I completed Mechanical Engineering I did internship at Wipro My goal is to contribute to AI research you know,1,1,0,1,1
myself Kunal from Chennai,1,0,0,0,0
Hi I am Ayesha I worked at Infosys basically,1,0,0,1,0
uh Myself Diya I completed Electrical Engineering I know Deep Learning I want to contribute to AI research,1,1,1,0,1
my name is venkatesh from delhi i am studying electrical engineering i know ai,1,1,1,0,0
I'm pursuing Mechanical Engineering I worked with Deep Learning I worked at Infosys My goal is to build scalable systems,0,1,1,1,1
myself krishna i am studying bca i worked with web development,1,1,1,0,0
i am aditya from mumbai i completed btech in computer science i want to contribute to ai research,1,1,0,0,1
I'm Neha from Delhi I'm pursuing Electrical Engineering I worked with Python,1,1,1,0,0
hi i am aditya i am studying bca i know machine learning i want to work in a top company,1,1,1,0,1
i am pursuing electrical engineering i know web development i want to work in a top company,0,1,1,0,1
uh I am pursuing Mechanical Engineering I want to become an AI engineer,0,1,0,0,1
I'm Gurpreet from Mumbai I'm studying BCA I have skills in Python My goal is to work in a top company,1,1,1,0,1
I am Sreshth from Hyderabad I am studying Mechanical Engineering I worked with Python My goal is to contribute to AI research,1,1,1,0,1
My name is Aarav from Chennai I know Deep Learning I worked at Wipro,1,0,1,1,0
Myself Lalita I completed Mechanical Engineering you know,1,1,0,0,0
uh Hi I am Diya I am studying BSc IT,1,1,0,0,0
I worked with Python I worked at Infosys My goal is to become an AI engineer,0,0,1,1,1
I am pursuing BSc IT I worked at HCL basically,0,1,0,1,0
i am somanshu from lucknow i completed mechanical engineering i have skills in python i worked at infosys i want to become an ai engineer,1,1,1,1,1
I am  from Lucknow I am studying Electrical Engineering,1,1,0,0,0
Myself Sai Teja I am pursuing Electrical Engineering I have skills in Deep Learning I did internship at Infosys My goal is to become an AI engineer basically,1,1,1,1,1
Myself Harshit I completed BCA I worked with AI I did internship at TCS My goal is to work in a top company basically,1,1,1,1,1
my name is harpreet from chennai i am studying electrical engineering i know web development i worked at google india i want to contribute to ai research,1,1,1,1,1
I am Sreshth from Lucknow I am studying Mechanical Engineering,1,1,0,0,0
Hi I am Rehan I completed BTech in Computer Science I know AI I worked at HCL you know,1,1,1,1,0
My name is Rudra from Hyderabad I am pursuing Electrical Engineering I want to build scalable systems you know,1,1,0,0,1
